#time, encoder, angular velocity, steering angle
7.326301, 258072, -0.016333, -0.040593
7.360050, 260613, -0.002325, -0.048712
7.393083, 263169, -0.046925, -0.057110
7.427116, 265780, -0.063472, -0.064949
7.459667, 268305, -0.077716, -0.071948
7.493359, 270914, -0.078607, -0.078666
7.526422, 273466, -0.108621, -0.083426
7.560361, 276017, -0.117553, -0.086225
7.593479, 278621, -0.123563, -0.087625
7.626693, 281170, -0.105338, -0.087625
7.662122, 283700, -0.152139, -0.087345
7.693570, 286315, -0.121270, -0.086785
7.726861, 288851, -0.207219, -0.086505
7.760447, 291345, -0.081652, -0.086225
7.793029, 293954, -0.153600, -0.085665
7.826999, 296481, -0.108548, -0.085385
7.860140, 299006, -0.160476, -0.084825
7.893203, 301612, -0.122239, -0.084545
7.926213, 304132, -0.145238, -0.083985
7.960542, 306665, -0.120341, -0.083706
7.993467, 309287, -0.140255, -0.083426
8.027207, 311808, -0.129263, -0.083146
8.062777, 314333, -0.133183, -0.082866
8.093134, 316955, -0.121681, -0.082586
8.126007, 319501, -0.127505, -0.082306
8.161513, 322032, -0.112441, -0.081746
8.193219, 324633, -0.155301, -0.080906
8.226821, 327160, -0.158013, -0.080066
8.261777, 329760, -0.178545, -0.078666
8.293059, 332290, -0.133347, -0.077827
8.326883, 334820, -0.062944, -0.076707
8.360736, 337421, -0.112228, -0.075307
8.393229, 339950, -0.102644, -0.074187
8.426988, 342481, -0.147050, -0.073067
8.461254, 345079, -0.140789, -0.072227
8.492840, 347613, -0.135465, -0.071948
8.526870, 350135, -0.126297, -0.071668
8.560467, 352725, -0.134956, -0.071388
8.593310, 355235, -0.127880, -0.070828
8.626998, 357764, -0.091190, -0.069708
8.660460, 360339, -0.128034, -0.068028
8.693097, 362856, -0.088237, -0.065789
8.726786, 365377, -0.154987, -0.062989
8.762620, 367982, -0.098727, -0.059910
8.792917, 370505, -0.125011, -0.056550
8.826923, 373113, -0.106322, -0.052631
8.861183, 375633, -0.101494, -0.048992
8.892894, 378146, -0.071148, -0.045352
8.926999, 380735, -0.068669, -0.041713
8.961128, 383248, -0.082974, -0.038073
8.993606, 385775, -0.077451, -0.034434
9.027600, 388363, -0.066906, -0.031075
9.060765, 390875, -0.083820, -0.028275
9.093442, 393407, -0.044474, -0.026035
9.126933, 396002, -0.089239, -0.024356
9.160656, 398527, -0.063025, -0.023236
9.193412, 401058, -0.058333, -0.022676
9.226925, 403667, -0.054032, -0.022676
9.260310, 406191, -0.047688, -0.022676
9.293083, 408725, -0.023036, -0.022676
9.326666, 411333, -0.074991, -0.022676
9.360789, 413871, -0.022774, -0.022676
9.394282, 416492, -0.019288, -0.022676
9.427575, 419028, -0.061194, -0.022676
9.460573, 421558, -0.022368, -0.022956
9.493107, 424170, -0.022262, -0.022956
9.527028, 426706, -0.052075, -0.022956
9.560263, 429255, -0.050634, -0.022676
9.593692, 431877, -0.101869, -0.022676
9.627332, 434421, 0.001433, -0.022676
9.661774, 436962, -0.025663, -0.022676
9.693631, 439611, -0.033412, -0.022676
9.726734, 442174, -0.033172, -0.022676
9.762347, 444729, -0.059457, -0.022676
9.793484, 447364, -0.024844, -0.022676
9.826892, 449920, -0.044867, -0.022676
9.862042, 452483, -0.044538, -0.022676
9.893156, 455127, -0.030948, -0.022676
9.927225, 457689, -0.063010, -0.022676
9.961178, 460255, -0.047583, -0.022676
9.993320, 462903, -0.068123, -0.022676
10.026963, 465484, -0.040390, -0.022676
10.060576, 468141, 0.010137, -0.022676
10.093477, 470701, -0.039005, -0.022676
10.127091, 473270, -0.022204, -0.022676
10.160174, 475927, -0.054961, -0.022676
10.193711, 478513, -0.027734, -0.022676
10.227360, 481096, -0.054510, -0.022676
10.261133, 483773, -0.060525, -0.022956
10.293044, 486369, -0.051464, -0.022956
10.326803, 489041, -0.073940, -0.023516
10.360541, 491631, -0.047875, -0.023516
10.393068, 494219, -0.081830, -0.023516
10.427136, 496900, -0.034632, -0.023516
10.462453, 499506, -0.028499, -0.023516
10.493591, 502112, -0.060706, -0.023516
10.526639, 504808, -0.049951, -0.023516
10.560469, 507425, -0.067220, -0.023516
10.593474, 510047, -0.018350, -0.023516
10.626891, 512756, -0.050430, -0.023516
10.661402, 515377, -0.022307, -0.023516
10.692593, 517982, -0.023828, -0.023516
10.726741, 520681, -0.057329, -0.023516
10.759982, 523278, -0.048737, -0.023796
10.793054, 525901, -0.063169, -0.023796
10.826469, 528604, -0.016807, -0.024076
10.860554, 531218, -0.050590, -0.024356
10.892539, 533827, -0.048708, -0.024916
10.927150, 536523, -0.027398, -0.025756
10.960154, 539153, -0.086044, -0.026875
10.994149, 541765, -0.037140, -0.028555
11.027203, 544467, -0.050714, -0.031355
11.061243, 547095, -0.055897, -0.034714
11.093521, 549735, -0.053404, -0.039193
11.127165, 552435, -0.064945, -0.045352
11.159874, 555054, -0.079149, -0.052911
11.193309, 557748, -0.102675, -0.061589
11.226964, 560376, -0.055652, -0.070828
11.260879, 563004, -0.112396, -0.081746
11.294103, 565697, -0.104916, -0.092944
11.326814, 568327, -0.113982, -0.104702
11.360196, 570974, -0.123600, -0.117300
11.393525, 573714, -0.165251, -0.131297
11.427103, 576372, -0.168023, -0.145295
11.461717, 579021, -0.194859, -0.159012
11.493539, 581764, -0.240086, -0.173570
11.526446, 584446, -0.257846, -0.186728
11.560614, 587114, -0.259581, -0.198766
11.593467, 589839, -0.296698, -0.209964
11.626813, 592504, -0.321766, -0.219482
11.662395, 595249, -0.331626, -0.228720
11.693401, 597927, -0.380063, -0.235999
11.727201, 600607, -0.395988, -0.242158
11.760840, 603344, -0.393946, -0.246357
11.793542, 606014, -0.438390, -0.249437
11.826856, 608691, -0.382413, -0.251117
11.861969, 611455, -0.413537, -0.251396
11.893470, 614116, -0.414416, -0.250837
11.926542, 616784, -0.431250, -0.250837
11.960504, 619539, -0.450376, -0.250837
11.993300, 622201, -0.419021, -0.250837
12.026916, 624869, -0.437871, -0.250837
12.060494, 627601, -0.404024, -0.250837
12.093292, 630251, -0.407739, -0.250837
12.126677, 632890, -0.408942, -0.250837
12.160345, 635592, -0.434815, -0.250837
12.193305, 638224, -0.407238, -0.250557
12.227279, 640870, -0.434406, -0.250557
12.260958, 643599, -0.412550, -0.250557
12.293341, 646253, -0.406325, -0.251676
12.326677, 648983, -0.421566, -0.253636
12.364439, 651635, -0.408979, -0.257555
12.393390, 654288, -0.409337, -0.263154
12.427032, 657029, -0.418201, -0.270713
12.461739, 659686, -0.419946, -0.279392
12.493204, 662335, -0.438857, -0.288630
12.526787, 665069, -0.450685, -0.297868
12.562257, 667712, -0.474291, -0.306827
12.593058, 670367, -0.511527, -0.315505
12.626830, 673125, -0.494898, -0.323624
12.661668, 675793, -0.561250, -0.330623
12.693318, 678444, -0.591389, -0.336782
12.726831, 681183, -0.488796, -0.341541
12.761202, 683850, -0.570162, -0.344620
12.793672, 686501, -0.613952, -0.346300
12.826951, 689246, -0.550253, -0.347140
12.860452, 691926, -0.615545, -0.347140
12.893557, 694605, -0.575756, -0.347140
12.926918, 697344, -0.604823, -0.347140
12.959930, 700005, -0.514946, -0.346860
12.993670, 702655, -0.547387, -0.346860
13.027000, 705386, -0.590302, -0.346860
13.062239, 708033, -0.565658, -0.346860
13.093543, 710760, -0.609842, -0.346860
13.126252, 713400, -0.561658, -0.346860
13.160296, 716048, -0.595254, -0.346860
13.193096, 718774, -0.574069, -0.346860
13.226913, 721422, -0.588120, -0.347140
13.261367, 724070, -0.581306, -0.347980
13.293196, 726803, -0.573718, -0.347980
13.326987, 729455, -0.560301, -0.347980
13.360003, 732095, -0.577124, -0.348260
13.393215, 734823, -0.572823, -0.348260
13.426718, 737475, -0.605524, -0.348540
13.460998, 740105, -0.571044, -0.349100
13.493186, 742823, -0.585435, -0.350219
13.526144, 745451, -0.586105, -0.352179
13.560988, 748088, -0.597585, -0.355538
13.593279, 750809, -0.569245, -0.360298
13.626431, 753455, -0.590353, -0.365897
13.661804, 756171, -0.595132, -0.372056
13.693222, 758814, -0.602953, -0.378494
13.726484, 761456, -0.599300, -0.384373
13.761856, 764173, -0.601668, -0.389972
13.793227, 766818, -0.643099, -0.395292
13.826606, 769461, -0.615488, -0.399771
13.860453, 772187, -0.653685, -0.403410
13.893034, 774827, -0.647993, -0.406210
13.926895, 777463, -0.679182, -0.408169
13.961349, 780191, -0.661508, -0.409569
13.993138, 782830, -0.668645, -0.409569
14.026824, 785470, -0.682459, -0.409569
14.060529, 788204, -0.672756, -0.409569
14.093227, 790862, -0.687378, -0.409569
14.127421, 793593, -0.677751, -0.409569
14.160853, 796242, -0.680744, -0.409569
14.192810, 798905, -0.664919, -0.409289
14.227233, 801642, -0.691293, -0.409289
14.260620, 804309, -0.662197, -0.409289
14.296850, 806964, -0.662412, -0.409009
14.327156, 809694, -0.710780, -0.408169
14.360350, 812351, -0.657546, -0.406770
14.393231, 814994, -0.664819, -0.404810
14.427012, 817708, -0.633718, -0.403130
14.460206, 820356, -0.680574, -0.401171
14.493843, 823090, -0.658295, -0.398931
14.528855, 825762, -0.674374, -0.396131
14.560300, 828426, -0.683005, -0.393892
14.593086, 831094, -0.676397, -0.391372
14.627429, 833924, -0.677285, -0.388853
14.660083, 836517, -0.665728, -0.386053
14.693167, 839194, -0.638725, -0.382414
14.727629, 842034, -0.697470, -0.377655
14.761595, 844618, -0.656602, -0.372615
14.793168, 847368, -0.675304, -0.366177
14.827748, 850125, -0.623205, -0.358898
14.860834, 852701, -0.645458, -0.350779
14.893292, 855441, -0.636000, -0.340701
14.927606, 858192, -0.620910, -0.328943
14.961535, 860763, -0.617512, -0.316345
14.992945, 863513, -0.567606, -0.301508
15.028603, 866255, -0.586850, -0.285830
15.059914, 868822, -0.558511, -0.270713
15.093016, 871563, -0.549193, -0.255876
15.127164, 874303, -0.484535, -0.243558
15.160092, 876866, -0.496088, -0.234319
15.193254, 879596, -0.445865, -0.226481
15.227017, 882233, -0.448260, -0.220882
15.260567, 884953, -0.424600, -0.216403
15.293301, 887611, -0.394927, -0.213043
15.326883, 890341, -0.376833, -0.211643
15.360579, 892916, -0.413369, -0.211083
15.393657, 895640, -0.372750, -0.211083
15.426904, 898297, -0.380644, -0.211083
15.461427, 901036, -0.357012, -0.211083
15.493261, 903697, -0.398530, -0.211083
15.526504, 906357, -0.362404, -0.211083
15.561600, 909111, -0.354422, -0.211083
15.592716, 911779, -0.378505, -0.210244
15.627058, 914449, -0.374003, -0.206604
15.661361, 917191, -0.362759, -0.198206
15.693027, 919841, -0.353254, -0.185328
15.726705, 922580, -0.355503, -0.168251
15.761227, 925232, -0.361081, -0.147814
15.792645, 927894, -0.308613, -0.123179
15.826949, 930634, -0.311806, -0.095184
15.860850, 933299, -0.273581, -0.065789
15.893458, 935945, -0.207815, -0.036114
15.926837, 938660, -0.150940, -0.006439
15.960300, 941306, -0.140402, 0.019597
15.993104, 943954, -0.049601, 0.041433
16.027101, 946669, 0.014764, 0.059910
16.060526, 949285, 0.033170, 0.072507
16.093313, 951912, 0.092993, 0.079786
16.126825, 954534, 0.105994, 0.081466
16.160116, 957199, 0.140411, 0.081466
16.193241, 959790, 0.136723, 0.080346
16.226920, 962462, 0.168305, 0.077547
16.260645, 965053, 0.130951, 0.073347
16.293083, 967651, 0.141443, 0.067188
16.326775, 970292, 0.125283, 0.059350
16.360719, 972864, 0.141404, 0.050111
16.393314, 975435, 0.069226, 0.040033
16.426668, 978072, 0.139926, 0.029395
16.461650, 980614, 0.085248, 0.018757
16.493440, 983158, 0.060344, 0.007839
16.526606, 985778, 0.035884, -0.003919
16.560470, 988319, 0.036856, -0.015677
16.593155, 990932, 0.001093, -0.027715
16.626717, 993461, -0.014314, -0.039193
16.662749, 996123, 0.003890, -0.051231
16.693610, 998679, -0.148072, -0.061589
16.726560, 1001160, -0.086105, -0.068868
16.760678, 1003598, -0.027802, -0.075027
16.793338, 1006120, -0.071476, -0.078386
16.826724, 1008610, -0.097051, -0.079226
16.859848, 1011118, -0.203750, -0.079226
16.893129, 1013713, -0.145636, -0.079226
16.926742, 1016245, -0.051509, -0.079226
16.959933, 1018780, -0.173114, -0.079226
16.993319, 1021379, -0.166398, -0.079226
17.026808, 1023839, -0.071813, -0.079226
17.061904, 1026251, -0.159351, -0.079226
17.093217, 1028763, -0.076694, -0.078946
17.126649, 1031221, -0.149305, -0.078666
17.162600, 1033690, -0.120489, -0.078106
17.193728, 1036260, -0.130402, -0.076987
17.226651, 1038731, -0.156617, -0.076147
17.263762, 1041253, -0.104421, -0.075867
17.293138, 1043726, -0.171141, -0.077267
17.326459, 1046254, -0.092973, -0.078106
17.361693, 1048881, -0.110173, -0.079786
17.393280, 1051409, -0.057488, -0.080066
17.426689, 1053918, -0.156212, -0.080066
17.461696, 1056523, -0.208484, -0.080346
17.493183, 1059058, -0.124218, -0.081186
17.527053, 1061594, -0.119642, -0.081466
17.562822, 1064219, -0.166847, -0.081746
17.593330, 1066777, -0.123381, -0.082026
17.627404, 1069339, -0.155118, -0.082866
17.662568, 1072051, -0.140353, -0.084265
17.693336, 1074555, -0.136467, -0.085385
17.726804, 1077223, -0.148597, -0.087905
17.763022, 1079926, -0.135457, -0.091824
17.793130, 1082459, -0.168555, -0.096023
17.828641, 1085075, -0.156715, -0.101062
17.862455, 1087864, -0.159882, -0.106382
17.893509, 1090431, -0.165978, -0.111981
17.926452, 1093054, -0.193110, -0.117300
17.962537, 1095755, -0.183428, -0.122339
17.993194, 1098393, -0.206002, -0.126818
18.026945, 1101106, -0.209158, -0.131017
18.062143, 1103748, -0.227684, -0.134657
18.093268, 1106394, -0.243793, -0.137456
18.126486, 1109116, -0.224369, -0.139976
18.160619, 1111785, -0.215616, -0.141655
18.192787, 1114455, -0.258730, -0.142215
18.227095, 1117192, -0.265740, -0.142495
18.261500, 1119851, -0.265232, -0.142495
18.292939, 1122512, -0.253144, -0.142495
18.326445, 1125261, -0.284757, -0.142495
18.360795, 1127929, -0.251823, -0.142495
18.393377, 1130675, -0.246053, -0.142495
18.426517, 1133349, -0.261052, -0.142495
18.462056, 1136033, -0.228948, -0.142495
18.494602, 1138795, -0.291443, -0.142215
18.526742, 1141457, -0.221141, -0.142215
18.560808, 1144199, -0.213973, -0.141935
18.593075, 1146881, -0.247504, -0.141655
18.627392, 1149558, -0.254918, -0.141655
18.660941, 1152330, -0.280077, -0.141655
18.693384, 1155002, -0.250639, -0.141655
18.726666, 1157681, -0.269995, -0.141376
18.761334, 1160447, -0.260325, -0.141376
18.793054, 1163148, -0.256472, -0.141376
18.827051, 1165848, -0.282652, -0.141376
18.861802, 1168736, -0.270127, -0.141376
18.893337, 1171342, -0.253581, -0.141376
18.926761, 1174036, -0.250589, -0.141096
18.960270, 1176723, -0.264273, -0.140536
18.992946, 1179497, -0.229454, -0.139976
19.026750, 1182211, -0.233083, -0.139416
19.061303, 1185020, -0.270899, -0.138856
19.093146, 1187725, -0.243065, -0.138576
19.126874, 1190415, -0.263986, -0.138016
19.159955, 1193184, -0.234395, -0.136616
19.193423, 1195876, -0.276077, -0.135217
19.226821, 1198602, -0.234067, -0.133817
19.261720, 1201395, -0.218195, -0.132697
19.293223, 1204111, -0.277086, -0.131577
19.326288, 1206819, -0.199852, -0.129618
19.360265, 1209599, -0.261500, -0.125978
19.392858, 1212289, -0.236716, -0.121779
19.426992, 1214987, -0.260876, -0.117580
19.460548, 1217785, -0.253182, -0.113100
19.493217, 1220509, -0.214539, -0.108061
19.526724, 1223300, -0.204147, -0.102182
19.562078, 1226017, -0.238148, -0.096303
19.593094, 1228730, -0.214631, -0.090424
19.626950, 1231520, -0.216996, -0.084825
19.661013, 1234236, -0.148490, -0.079226
19.693262, 1236947, -0.198910, -0.073907
19.726533, 1239755, -0.147528, -0.069148
19.761187, 1242466, -0.166950, -0.064109
19.793177, 1245175, -0.142407, -0.059070
19.827039, 1247964, -0.201376, -0.053471
19.860798, 1250680, -0.234914, -0.047032
19.893140, 1253410, -0.017537, -0.040313
19.926866, 1256234, -0.138360, -0.031914
19.961170, 1258969, -0.033494, -0.022956
19.993901, 1261694, -0.094382, -0.012598
20.027370, 1264496, -0.030454, -0.000560
20.059949, 1267216, -0.044935, 0.010918
20.093908, 1270026, 0.013284, 0.024076
20.126848, 1272737, -0.038875, 0.036394
20.160440, 1275440, 0.023061, 0.047872
20.193534, 1278217, 0.058353, 0.057390
20.226769, 1280911, 0.066690, 0.064109
20.260615, 1283632, 0.102597, 0.067468
20.294105, 1286420, 0.091994, 0.068588
20.326314, 1289141, 0.145986, 0.068588
20.360136, 1291847, 0.166422, 0.068588
20.394432, 1294707, 0.122406, 0.068588
20.426766, 1297309, 0.147812, 0.068588
20.460525, 1299986, 0.118280, 0.068588
20.494433, 1302846, 0.132751, 0.068588
20.526516, 1305458, 0.147873, 0.068588
20.560876, 1308132, 0.109675, 0.068588
20.594239, 1310994, 0.141886, 0.068588
20.627078, 1313594, 0.106790, 0.068588
20.661614, 1316290, 0.145389, 0.069428
20.694093, 1319159, 0.128291, 0.070548
20.726338, 1321757, 0.161336, 0.073627
20.759382, 1324444, 0.110716, 0.079786
20.793579, 1327201, 0.174408, 0.088745
20.826614, 1329895, 0.132731, 0.099103
20.861762, 1332588, 0.144715, 0.111421
20.893573, 1335367, 0.175070, 0.125418
20.926512, 1338064, 0.171952, 0.140256
20.960821, 1340846, 0.250241, 0.156213
20.993477, 1343567, 0.237666, 0.171890
21.027062, 1346283, 0.238370, 0.187568
21.060891, 1349069, 0.309493, 0.204365
21.093614, 1351765, 0.314666, 0.220882
21.126658, 1354474, 0.411375, 0.236279
21.159705, 1357273, 0.393432, 0.251676
21.193409, 1359969, 0.411692, 0.263994
21.227107, 1362682, 0.401954, 0.273233
21.261258, 1365474, 0.455950, 0.280511
21.293931, 1368204, 0.534403, 0.284711
21.326881, 1371006, 0.525057, 0.286670
21.360077, 1373719, 0.549522, 0.286670
21.393806, 1376518, 0.478644, 0.286390
21.427358, 1379241, 0.518463, 0.286390
21.460277, 1381950, 0.541749, 0.286390
21.493751, 1384749, 0.511638, 0.286390
21.526682, 1387444, 0.524496, 0.286390
21.560115, 1390132, 0.510688, 0.286390
21.593405, 1392921, 0.509930, 0.286390
21.626680, 1395596, 0.543013, 0.286390
21.660246, 1398295, 0.511013, 0.286110
21.692917, 1400982, 0.497361, 0.286110
21.726593, 1403766, 0.502585, 0.286110
21.760569, 1406452, 0.506239, 0.286110
21.793020, 1409146, 0.523712, 0.286110
